Número Emenda,Data Criação,Município,CNPJ,Nome Responsável,Cargo Responsável,LOA 2026 Check,Âmbito,Tipo Emenda,Tipo Emenda Outro,Fundamento Legal,Autor,Número Emenda,Objeto,Finalidade,Função,Destinação,Órgão Beneficiário,Localidade Beneficiada,Instrumento Jurídico,Possui Cronograma,Prazo Aplicação,Valor,Valor Autorizado,% RCL,Conta Específica,Número Conta,Portal Transparência Check,Divulgação Tempo Real,Link Portal,Monitoramento Check,Status,Prioridade,Latitude,Longitude,Categoria,Fornecedor,Número Licitação,Código de Aplicação,Código Aplicação Variável,SubFunção
108.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,108.11.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"65.000,00","65.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0143,812
108.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,108.12.12.2026,Manutenção e melhoria no estádio José Liberatti,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"55.000,00","55.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0169,812
109.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,109.01.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0004,812
109.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,109.03.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"15.000,00","15.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0039,812
109.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,109.06.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0080,812
109.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,109.08.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0101,812
109.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,109.09.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0115,812
109.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,109.11.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"15.000,00","15.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0144,812
109.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,109.12.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0170,812
109.15.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,109.15.12.2026,"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol",,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0215,812
110.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,110.01.12.2026,Proporocionar atividades desportivas para crianças,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0005,812
110.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,110.03.12.2026,Proporocionar atividades desportivas para crianças,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0040,812
110.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,110.11.12.2026,Proporocionar atividades desportivas para crianças,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0145,812
110.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,110.12.12.2026,Proporocionar atividades desportivas para crianças,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0171,812
110.15.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,110.15.12.2026,Proporocionar atividades desportivas para crianças,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"201.668,85","201.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0216,812
111.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,111.01.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0006,812
111.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,111.03.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0041,812
111.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,111.06.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"11.668,85","11.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0081,812
111.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,111.08.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"60.000,00","60.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0102,812
111.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,111.09.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0116,812
111.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,111.10.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"88.311,15","88.311,15","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0128,812
111.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,111.11.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0146,812
111.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,111.12.12.2026,Organização e execução de campeonatos de futebol de campo masculino,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0172,812
112.17.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas individuais,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Pedrinho Cantagessi Vitoriano,112.17.15.2026,Contratação de Artista ou coletivo artistico para realização de mural de grafite para transformar ponte em marco artístico fomentando turismo cultural.,,13,Custeio,GABINETE DA SECRETARIA DE CULTURA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"300.000,00","300.000,00","1,20%",Sim,113143-5,sim,sim,,,viabilização,,,,13,,,804,0227,392
130.01.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,130.01.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"25.000,00","25.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0011,244
130.02.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,130.02.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Investimento,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"25.000,00","25.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0027,244
130.03.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,130.03.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Investimento,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"40.000,00","40.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0045,244
130.05.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elania Silva de Lima,130.05.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Investimento,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"55.000,00","55.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0071,244
130.06.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,130.06.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0082,244
130.07.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Emerson Marcio Vitalino,130.07.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0092,244
130.08.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,130.08.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0103,244
130.10.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,130.10.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0130,244
130.11.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,130.11.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Investimento,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"15.000,00","15.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0147,244
130.12.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,130.12.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"25.000,00","25.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0173,244
130.15.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,130.15.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"20.000,00","20.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0217,244
130.16.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Paulo José da Silva Junior,130.16.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"25.000,00","25.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0220,244
130.19.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,130.19.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"30.000,00","30.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0256,244
130.20.36.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,130.20.36.2026,"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.",,14,Custeio,"GABINETE DA SECRETARIA DA FAMÍLIA, CIDADANIA E SEG",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"25.000,00","25.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,14,,,804,0269,244
131.03.16.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,131.03.16.2026,Aquisição e Implantação de Totens com Câmeras de Segurança,,04,Investimento,"RECURSOS SOB SUPERVISÃO DA SEC. DE TEC, INOV. E DE",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0046,126
131.08.16.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,131.08.16.2026,Aquisição e Implantação de Totens com Câmeras de Segurança,,04,Investimento,"RECURSOS SOB SUPERVISÃO DA SEC. DE TEC, INOV. E DE",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0104,126
131.19.16.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,131.19.16.2026,Aquisição e Implantação de Totens com Câmeras de Segurança,,04,Investimento,"RECURSOS SOB SUPERVISÃO DA SEC. DE TEC, INOV. E DE",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,4,,,804,0257,126
132.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,132.01.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Investimento,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0012,811
132.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,132.01.12.2026,Desenvolvimento de atividades de vôlei masculino.,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"10.000,00","10.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0012,811
