Número Emenda,Data Criação,Município,CNPJ,Nome Responsável,Cargo Responsável,LOA 2026 Check,Âmbito,Tipo Emenda,Tipo Emenda Outro,Fundamento Legal,Autor,Número Emenda,Objeto,Finalidade,Função,Destinação,Órgão Beneficiário,Localidade Beneficiada,Instrumento Jurídico,Possui Cronograma,Prazo Aplicação,Valor,Valor Autorizado,% RCL,Conta Específica,Número Conta,Portal Transparência Check,Divulgação Tempo Real,Link Portal,Monitoramento Check,Status,Prioridade,Latitude,Longitude,Categoria,Fornecedor,Número Licitação,Código de Aplicação,Código Aplicação Variável,SubFunção
136.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,136.06.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0085,812
136.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,136.08.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"76.668,85","76.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0108,812
136.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,136.09.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"418.331,15","418.331,15","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0120,812
136.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,136.10.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"275.000,00","275.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0135,812
136.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,136.11.12.2026,Fomentar escolinhas de futebol de campo masculino e feminino para crianças e adolescentes,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"300.000,00","300.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0151,812
137.01.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,137.01.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"80.000,00","80.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0016,811
137.03.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,137.03.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"55.000,00","55.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0052,811
137.06.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,137.06.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0086,811
137.08.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,137.08.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"79.999,30","79.999,30","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0109,811
137.09.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,137.09.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"80.000,00","80.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0121,811
137.10.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,137.10.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"123.357,70","123.357,70","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0136,811
137.11.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,137.11.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"150.000,00","150.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0152,811
137.12.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,137.12.12.2026,Centro de Excelência de Ginástica de Osasco,,27,Custeio,"GABINETE DA SECRETARIA DE ESPORTE, LAZER E RECREAÇ",,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"50.000,00","50.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,27,,,804,0177,811
138.01.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Alexandre de Jesus Capriotti,138.01.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.151.667,85","1.151.667,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0017,302
138.02.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,138.02.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"900.000,00","900.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0029,302
138.03.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Carmônio Gonçalves Bastos,138.03.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"935.344,25","935.344,25","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0053,302
138.04.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Délbio Camargo Teruel,138.04.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.000.000,00","1.000.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0064,302
138.05.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elania Silva de Lima,138.05.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.221.668,85","1.221.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0072,302
138.06.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,138.06.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.031.668,85","1.031.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0087,302
138.08.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Fabio Chirinhan,138.08.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.031.668,85","1.031.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0110,302
138.09.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Francisca Jenilúcia Ribeiro de Andrade,138.09.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.031.668,85","1.031.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0122,302
138.10.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gabriel de Paula Barbosa,138.10.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"761.668,85","761.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0137,302
138.11.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Gilmeiron Medeiros,138.11.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.041.668,85","1.041.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0153,302
138.12.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Guilherme de Prado Souza,138.12.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"240.000,00","240.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0178,302
138.14.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Josias Nascimento de Jesus,138.14.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.000.000,00","1.000.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0202,302
138.15.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Laércio Patrício de Mendonça,138.15.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"990.000,00","990.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0218,302
138.17.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Pedrinho Cantagessi Vitoriano,138.17.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"900.668,85","900.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0229,302
138.18.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Ralfi Rafael da Silva,138.18.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.051.668,85","1.051.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0241,302
138.19.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Rodrigo Mendes Pascoto,138.19.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"251.668,86","251.668,86","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0259,302
138.20.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Sergio Augusto Fontellas dos Santos,138.20.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"1.051.668,85","1.051.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0270,302
138.21.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Stephane Carolina Rossi de Almeida Magdesian,138.21.09.2026,"Fomentar e aprimorar o sistema de saúde do município, conforme as necessidades",,10,Custeio,DIRETORIA GERAL DE URGÊNCIA E EMERGÊNCIA,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"594.668,85","594.668,85","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0287,302
140.13.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,140.13.09.2026,Fomentar o atendimento terapeutico multidisciplinar de pessoas diagnosticadas com autismo em Osasco,,10,Custeio,DIRETORIA GERAL DA ATENÇÃO SECUNDÁRIA EM SAÚDE,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"116.000,00","116.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0191,302
140.21.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Stephane Carolina Rossi de Almeida Magdesian,140.21.09.2026,Fomentar o atendimento terapeutico multidisciplinar de pessoas diagnosticadas com autismo em Osasco,,10,Custeio,DIRETORIA GERAL DA ATENÇÃO SECUNDÁRIA EM SAÚDE,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"100.000,00","100.000,00","1,20%",Sim,113143-5,sim,sim,,,elaboração,,,,10,,,804,0288,302
001.06.17.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Elsa Natal de Oliveira,001.06.17.2026,Oficinas de Educação Ambiental e Cidadania para crianças e adolescentes,,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 350.000,00","R$ 350.000,00","1,20%",,113143-5,sim,sim,,,elaboração,,,,18,,,804,,
031.13.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,031.13.15.2026,Comunicação Visual da biblioteca Monteiro Lobato,,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 100.000,00","R$ 100.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,4,,,804,,
051.02.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,051.02.15.2026,Realizações de eventos culturais em diversas regiões da cidade,,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 40.000,00","R$ 40.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,4,,,804,,
032.13.11.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,032.13.11.2026,"Implantação de jardins de chuva, incluindo plantios de árvores, com o objetivo de ampliar áreas verdes e permeáveis na cidade",,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 450.000,00","R$ 450.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,18,,,804,,
033.13.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,033.13.09.2026,Fortalecer o funcionamento do Ambulatório de Saúde Integral para Travestis e Transexuais de Osasco,,,AMBOS,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 100.000,00","R$ 100.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,10,,,804,,
034.13.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,034.13.15.2026,Realização do evento Parada LGBTQIAPN+,,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 50.000,00","R$ 50.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,4,,,804,,
036.13.34.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,036.13.34.2026,"Aquisição de drones para monitoramento de áreas de risco e desastres naturais como enchentes , deslizamentos de terra, alagamentos e incêndios em diferentes bairros com prioridade para áreas históricamente afetados.",,,INVESTIMENTO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 30.000,00","R$ 30.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,4,,,804,,
049.02.12.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Batista de Sousa Moreira,049.02.12.2026,"Atendimento Sociodesportivo para desenvolvimento humano integral, inclusão social e cidadania para adolescentes em situação de vulnerabilidade",,,AMBOS,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 147.000,00","R$ 147.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,27,,,804,,
092.16.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Paulo José da Silva Junior,092.16.09.2026,"Compra de equipamentos, reforma e obra para ampliação e estruturação de leitos da emergência do Hospital Antonio Giglio",,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 2.278.337,71","R$ 2.278.337,71","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,10,,,804,,
054.21.15.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Stephane Carolina Rossi de Almeida Magdesian,054.21.15.2026,"Manutenção, reparos e melhorias estruturais na Escola de Artes de Osasco",,,CUSTEIO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 100.000,00","R$ 100.000,00","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,13,,,804,,
037.13.09.2026,,PREFEITURA DO MUNICÍPIO DE OSASCO,46.523.171/0001-04,,,Sim,Municipal,Emendas de bancada/bloco,,Decreto 14551/2025 / Lei 13019/ 2014 /Substitutivo 10/2025 ao Projeto de Lei 200/2152,Heber Rocha Farias,037.13.09.2026,Compra de um equipamento BERA (Brainstem Evoked Response Audiometry) para a rede municipal de Saúde de Osasco,,,INVESTIMENTO,,,,Ainda não tem processo administrativo aberto por estar em fase inicial,31/12/2026,"R$ 154.589,98","R$ 154.589,98","1,20%",,113143-5,sim,sim,,,Não Inciada,,,,10,,,804,,
